"set_num","name","year","theme_id","num_parts","total_quantity","version","inventory_ids"
"4924-22",Advent Calendar 2004 Creator (Day 21) Santa,2004,223,13,1,1,{6086}
"4924-23",Advent Calendar 2004 Creator (Day 22) Sailing Ship,2004,223,16,1,1,{6086}
"4924-24",Advent Calendar 2004 Creator (Day 23) Tree,2004,223,12,1,1,{6086}
"4924-25",Advent Calendar 2004 Creator (Day 24) Air Boat,2004,223,9,1,1,{6086}
"4924-3",Advent Calendar 2004 Creator (Day  2) Plane,2004,223,13,1,1,{6086}
"4924-4",Advent Calendar 2004 Creator (Day  3) Parrot,2004,223,13,1,1,{6086}
"4924-5",Advent Calendar 2004 Creator (Day  4) Robot,2004,223,19,1,1,{6086}
"4924-6",Advent Calendar 2004 Creator (Day  5) Blue Present,2004,223,7,1,1,{6086}
"4924-7",Advent Calendar 2004 Creator (Day  6) Ship,2004,223,19,1,1,{6086}
"4924-8",Advent Calendar 2004 Creator (Day 7) Angel Ornament,2004,223,17,1,1,{6086}
"4924-9",Advent Calendar 2004 Creator (Day  8) Van,2004,223,16,1,1,{6086}
"5225-1","9v Motor with gear reduction",1998,453,1,1,1,{5955}
"5300-1",Electric Train Motor,1991,456,3,1,1,{9925}
"5370a-1",Large Make and Create Bucket with Special LEGO Bonus Bricks (Bucket and its contents only),2005,37,500,1,1,{10795}
"5370b-1",Large Make and Create Bucket with Special LEGO Bonus Bricks (Bonus box and its contents only),2005,48,201,1,1,{10795}
"5515-1",Fun Building with LEGO Bricks,2007,37,240,1,1,{4863}
"5529-1",LEGO Basic Bricks,2010,37,326,1,1,{10997}
"5537-1",Limited Edition [Blue Tub],2007,37,683,1,1,{4863}
"5573-1",LEGO Build & Play [Blue Tub],2008,37,646,1,1,{12590}
"5576-1",Basic Bricks -- Medium,2008,48,378,2,1,"{8222,12590}"
"5610-1",Builder,2008,56,23,1,1,{5110}
"5612-1",Police Officer,2008,61,21,2,1,"{5110,6733}"
"5613-1",Firefighter,2008,58,25,2,1,"{1418,5110}"
"5620-1",Street Cleaner,2008,63,22,1,1,{7766}
"5836-1",Beautiful Baby Princess,2002,319,23,1,1,{10481}
"5837-1",Flora's Bubbling Bath,2002,319,27,1,1,{10481}
"5838-1",The Wicked Madam Frost,2002,319,36,1,1,{10481}
"5850-1",The Royal Crystal Palace,2002,319,153,1,1,{10481}
"5856-1",Paprika and the Mischievous Monkey,2003,320,47,1,1,{9123}
"5857-1",Safran's Amazing Bazaar,2003,320,96,1,1,{9123}
"5858-1","The Golden Palace, Blue Box",2003,320,174,1,1,{9123}
"5859-1",Little Garden Fairy,2003,319,49,1,1,{6990}
"5861-1",Fairy Island,2003,319,105,1,1,{6990}
"5862-1",Flower Fairy Party [Blue Box],2003,319,151,1,1,{6990}
"5920-1",Island Racer,2000,298,50,1,1,{8071}
"5928-1",Bi-Wing Baron,1998,297,70,1,1,{1203}
"5934-1",Dino Explorer,2000,298,90,1,1,{8071}
"5935-1",Island Hopper,2000,298,205,1,1,{8071}
"5938-1",Oasis Ambush,1998,297,82,1,1,{1203}
"5969-1",Squidman Escape,2009,141,41,2,1,"{10421,16159}"
"5970-1",Freeze Ray Frenzy,2009,141,79,2,1,"{10421,16159}"
"5971-1",Gold Heist,2009,141,204,1,1,{10421}
"5972-1",Space Truck Getaway [Container Heist],2009,141,270,2,1,"{10421,16159}"
"5973-1",Hyperspeed Pursuit,2009,141,455,2,1,"{10421,16159}"
"5974-1",Galactic Enforcer,2009,141,824,1,1,{10421}
"5988-1",Pharaoh's Forbidden Ruins,1998,297,720,1,1,{1203}
"5994-1",Catapult,2005,198,27,1,1,{9749}
"5999-1",Jayko,2005,198,6,1,1,{9749}
"60000-1",Fire Motorcycle,2013,58,39,1,1,{9329}
"60001-1",Fire Rescue,2013,58,79,1,1,{9329}
"60002-1",Fire Truck,2013,58,208,1,1,{9329}
"60004-1",Fire Station,2013,58,750,1,1,{4288}
"60024-10","Advent Calendar 2013, City (Day  9)",2013,220,4,1,1,{13925}
"60024-11","Advent Calendar 2013, City (Day 10)",2013,220,8,1,1,{13925}
"60024-12","Advent Calendar 2013, City (Day 11)",2013,220,15,1,1,{13925}
"60024-13","Advent Calendar 2013, City (Day 12)",2013,220,21,1,1,{13925}
"60024-14","60024 Advent Calendar 2013, City (Day 13)",2013,220,6,1,1,{13925}
"60024-15","60024 Advent Calendar 2013, City (Day 14)",2013,220,16,1,1,{13925}
"60024-16","60024 Advent Calendar 2013, City (Day 15)",2013,220,12,1,1,{13925}
"60024-17","60024 Advent Calendar 2013, City (Day 16)",2013,220,13,1,1,{13925}
"60024-18","60024 Advent Calendar 2013, City (Day 17)",2013,220,8,1,1,{13925}
"60024-19","60024 Advent Calendar 2013, City (Day 18)",2013,220,7,1,1,{13925}
"60024-2","Advent Calendar 2013, City (Day  1)",2013,220,5,1,1,{13925}
"60024-20","60024 Advent Calendar 2013, City (Day 19)",2013,220,10,1,1,{13925}
"60024-21","60024 Advent Calendar 2013, City (Day 20)",2013,220,10,1,1,{13925}
"60024-22","60024 Advent Calendar 2013, City (Day 21)",2013,220,19,1,1,{13925}
"60024-23","60024 Advent Calendar 2013, City (Day 22)",2013,220,15,1,1,{13925}
"60024-24","60024 Advent Calendar 2013, City (Day 23)",2013,220,18,1,1,{13925}
"60024-25","60024 Advent Calendar 2013, City (Day 24) Santa",2013,220,6,1,1,{13925}
"60024-3","Advent Calendar 2013, City (Day  2)",2013,220,11,1,1,{13925}
"60024-4","Advent Calendar 2013, City (Day  3)",2013,220,3,1,1,{13925}
"60024-5","Advent Calendar 2013, City (Day  4)",2013,220,6,1,1,{13925}
"60024-6","Advent Calendar 2013, City (Day  5)",2013,220,8,1,1,{13925}
"60024-7","Advent Calendar 2013, City (Day  6)",2013,220,6,1,1,{13925}
"60024-8","Advent Calendar 2013, City (Day  7)",2013,220,9,1,1,{13925}
"60024-9","Advent Calendar 2013, City (Day  8)",2013,220,8,1,1,{13925}
"60041-1",Crook Pursuit,2014,61,38,1,1,{2725}
"60042-1",High Speed Police Chase,2014,61,109,1,1,{2725}
"60046-1",Helicopter Surveillance,2014,61,526,1,1,{2725}
"60050-1",Train Station,2014,66,422,1,1,{11759}
"60052-1",Cargo Train,2014,66,887,1,1,{11759}
"60063-10",Advent Calendar 2014 City (Day 9) Handcart with Bread,2014,220,6,1,1,{1899}
"60063-11",Advent Calendar 2014 City (Day 10) Small Catapult,2014,220,7,1,1,{1899}
"60063-12",Advent Calendar 2014 City (Day 11) Policeman with Megaphone and Sheet Music,2014,220,6,1,1,{1899}
"60063-13",Advent Calendar 2014 City (Day 12) Duck with Remote Control,2014,220,10,1,1,{1899}
"60063-14",Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,2014,220,8,1,1,{1899}
"60063-15",Advent Calendar 2014 City (Day 14) Sled,2014,220,7,1,1,{1899}
"60063-16",Advent Calendar 2014 City (Day 15) Dog with Bone and Food Dish,2014,220,3,1,1,{1899}
"60063-17",Advent Calendar 2014 City (Day 16) Santa's Snowmobile,2014,220,13,1,1,{1899}
"60063-18",Advent Calendar 2014 City (Day 17) Santa's Sled with Box,2014,220,11,1,1,{1899}
"60063-19",Advent Calendar 2014 City (Day 18) Policeman with Cup and Handcuffs,2014,220,6,1,1,{1899}
"60063-2",Advent Calendar 2014 City (Day 1) Boy Posting Christmas Mail,2014,220,5,1,1,{1899}
"60063-20",Advent Calendar 2014 City (Day 19) Turkey Dinner,2014,220,11,1,1,{1899}
"60063-21","Advent Calendar 2014 City (Day 20) Axe, Shovel and Logs",2014,220,5,1,1,{1899}
"60063-22",Advent Calendar 2014 City (Day 21) Christmas Present and Stocking,2014,220,14,1,1,{1899}
"60063-23",Advent Calendar 2014 City (Day 22) Christmas Tree,2014,220,21,1,1,{1899}
"60063-24",Advent Calendar 2014 City (Day 23) Tricycle,2014,220,14,1,1,{1899}
"60063-25",Advent Calendar 2014 City (Day 24) Santa with Bag and Cookie,2014,220,7,1,1,{1899}
"60063-3",Advent Calendar 2014 City (Day 2) Mailbox with Green Frog,2014,220,8,1,1,{1899}
"60063-4",Advent Calendar 2014 City (Day 3) Snowman,2014,220,5,1,1,{1899}
"60063-5",Advent Calendar 2014 City (Day 4) Pie Stall,2014,220,6,1,1,{1899}
"60063-6",Advent Calendar 2014 City (Day 5) Girl with Croissant,2014,220,5,1,1,{1899}
"60063-7",Advent Calendar 2014 City (Day 6) Fruit Stall,2014,220,16,1,1,{1899}
"60063-8",Advent Calendar 2014 City (Day 7) Little Shop,2014,220,18,1,1,{1899}
"60063-9",Advent Calendar 2014 City (Day 8) Girl on Ice Skates,2014,220,6,1,1,{1899}
"6008-1",Royal King,1995,201,12,1,1,{3092}
"6016-1",Knights' Arsenal,1987,199,37,1,1,{2216}
"6027-1",Bat Lord's Catapult,1997,195,54,1,1,{3092}
"603-3",Vintage Car,1970,397,36,1,1,{11966}
"6037-1",Witch's Windship,1997,195,60,1,1,{3092}
"6041-1",Armor Shop,1986,199,113,1,1,{2216}
"6131-1",Build and Play,2011,37,646,1,1,{10997}
"6205-1",V-wing Fighter,2006,168,118,1,1,{15519}
"6212-1",X-wing Fighter,2006,169,437,1,1,{9708}
"6216-1",Jawblade,2012,403,45,1,1,{14152}
"6235-1",Buried Treasure,1989,148,27,1,1,{16254}
"6239-1",Cannon Battle,2009,153,45,1,1,{1323}
"6240-1",Kraken Attackin',2009,153,78,1,1,{1323}
"6241-1",Loot Island,2009,153,144,1,1,{1323}
"6242-1",Soldiers' Fort,2009,153,370,1,1,{1323}
"6243-1",Brickbeard's Bounty,2009,153,595,1,1,{1323}
"6245-1",Harbor Sentry,1989,151,26,1,1,{16254}
"626-1","Baseplate, Green",1996,473,1,1,1,{6544}
"6271-1",Imperial Flagship,1992,147,320,1,1,{5093}
"6282-1",Stringer,2012,401,42,1,1,{9691}
"6283-1",Voltix,2012,403,61,1,1,{9691}
"6290-1",Red Beard Runner,2001,148,712,1,1,{8226}
"6291-1",Armada Flagship,2001,149,291,1,1,{8226}
"6292-1",Enchanted Island,2001,152,445,1,1,{8226}
"6293-1",Furno,2012,401,56,1,1,{14152}
"6299-10",Advent Calendar 2009 Pirates (Day  9) - Plants and Crab,2009,224,7,1,1,{305}
"6299-11",Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,224,3,1,1,{305}
"6299-12",Advent Calendar 2009 Pirates (Day 11) - Castaway,2009,224,7,1,1,{305}
"6299-13",Advent Calendar 2009 Pirates (Day 12) - Fish over Fire,2009,224,9,1,1,{305}
"6299-14",Advent Calendar 2009 Pirates (Day 13) - Monkey,2009,224,2,1,1,{305}
"6299-15",Advent Calendar 2009 Pirates (Day 14) - Mermaid,2009,224,4,1,1,{305}
"6299-16",Advent Calendar 2009 Pirates (Day 15) - Clam and Plant,2009,224,6,1,1,{305}
"6299-17",Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat,2009,224,8,1,1,{305}
"6299-18",Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II,2009,224,6,1,1,{305}
"6299-19",Advent Calendar 2009 Pirates (Day 18) - Weapon Stand,2009,224,9,1,1,{305}
"6299-2",Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard,2009,224,6,1,1,{305}
"6299-20",Advent Calendar 2009 Pirates (Day 19) - Pirate,2009,224,4,1,1,{305}
"6299-21",Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle,2009,224,2,1,1,{305}
"6299-22",Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,224,2,1,1,{305}
"6299-23",Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake,2009,224,7,1,1,{305}
"6299-24",Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull,2009,224,12,1,1,{305}
"6299-25",Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems,2009,224,8,1,1,{305}
"6299-3",Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map,2009,224,9,1,1,{305}
"6299-4",Advent Calendar 2009 Pirates (Day  3) - Parrot on Perch,2009,224,7,1,1,{305}
"6299-5",Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer,2009,224,6,1,1,{305}
"6299-6",Advent Calendar 2009 Pirates (Day  5) - Cannon,2009,224,8,1,1,{305}
"6299-7",Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,224,3,1,1,{305}
"6299-8",Advent Calendar 2009 Pirates (Day  7) - Pirate Female,2009,224,5,1,1,{305}
"6299-9",Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole,2009,224,8,1,1,{305}
"6325-1",Package Pick-Up,1998,95,29,1,1,{2849}
"6328-1",Helicopter Transport,1998,100,102,1,1,{2849}
"6336-1",Launch Response Unit,1995,88,181,1,1,{10391}
"6407-1",Fire Chief,1997,98,26,3,1,"{4643,10515,14919}"
"6422-1",Telephone Repair,1998,103,48,1,1,{2849}
"6452-1",Mini Rocket Launcher,1999,93,31,1,1,{14390}
"6458-1",Satellite with Astronaut,1999,93,30,1,1,{14390}
"6465-1",Space Port Jet,1999,93,65,1,1,{14390}
"6486-1",Fire Engine,1997,98,67,1,1,{2849}
"6503-1",Sprint Racer,1988,82,32,1,1,{9210}
"6516-1",Moon Walker,1995,88,34,1,1,{10391}
"6526-1",Red Line Racer,1989,82,47,1,1,{10227}
"6554-1",Blaze Brigade,1997,98,261,1,1,{4643}
"6564-1",Recycle Truck,1997,103,35,2,1,"{2849,4643}"
"6565-1",Construction Crew,1997,97,78,1,1,{2849}
"6572-1",Wind Runners,1998,87,52,1,1,{12146}
"6578-1",Polar Explorer,2000,51,22,1,1,{7774}
"6581-1",Dig 'N' Dump,1996,72,128,1,1,{16029}
"6586-1",Polar Scout,2000,51,55,1,1,{7774}
"6596-1",Wave Master,1995,77,133,1,1,{16029}
"6604-1",Formula-I Racer,1985,82,31,2,1,"{528,2836}"
"6605-1",Road Racer,1984,82,20,1,1,{8950}
"6611-1",Fire Chief's Car,1981,74,20,2,1,"{1371,13427}"
"6614-1",Launch Evac 1,1995,88,122,1,1,{10391}
"6621-1",Fire Truck,1984,74,39,2,1,"{2836,8950}"
"6622-1",Mailman on Motorcycle,1984,81,30,1,1,{528}
"6623-1",Police Car,1983,80,40,1,1,{1371}
"6624-1",Delivery Van,1983,70,40,1,1,{1371}
"6628-1",Shell Tow Truck,1981,76,38,2,1,"{8950,13427}"
"6629-1",Ambulance,1981,78,39,1,1,{13427}
"6630-1",Bucket Loader,1981,72,34,1,1,{2836}
"6633-1",Family Car,1985,85,46,2,1,"{528,14493}"
"6643-1",Fire Truck,1988,74,74,1,1,{9210}
"6653-1",Highway Emergency Van,1982,85,56,1,1,{14493}
"6656-1",Tow Truck,1985,85,53,1,1,{14493}
"6679-1",Dark Shark,1991,77,82,1,1,{10227}
"6712-1",Sheriff's Showdown,1996,476,28,1,1,{758}
"6716-1",Covered Wagon,1996,476,65,1,1,{758}
"6719-1",Brachiosaurus,2001,386,25,1,1,{12907}
"6720-1",Tyrannosaurus Rex,2001,386,23,1,1,{12907}
"6721-1",Mosasaurus,2001,386,26,1,1,{12907}
"6722-1",Styracosaurus,2001,386,19,1,1,{12907}
"6755-1",Sheriff's Lock-Up,1996,476,177,1,1,{758}
"6762-1",Fort Legoredo,2002,476,687,1,1,{13073}
"6763-1",Rapid River Village,2002,477,354,1,1,{13073}
"6764-1",Sheriff's Lock-Up,2002,476,176,1,1,{13073}
"6800-1",Cyber Blaster,1997,144,20,1,1,{1238}
"6801-1",Moon Buggy,1981,130,22,1,1,{2916}
"6807-1",Space Sledge with Astronaut and Robot,1985,130,24,1,1,{1739}
"6814-1",Ice Tunnelator,1993,133,25,1,1,{4993}
"6818-1",Cyborg Scout,1997,144,36,1,1,{1238}
"6822-1",Space Digger,1981,130,33,2,1,"{1739,2916}"
"6823-1",Surface Transport,1983,130,27,2,1,"{1739,2916}"
"6824-1",Space Dart I,1984,130,48,1,1,{4467}
"6825-1",Cosmic Comet,1985,130,40,1,1,{11767}
"6829-1",Radon Rover,1997,144,53,1,1,{7971}
"6836-1",V-Wing Fighter,1997,144,40,2,1,"{1238,7971}"
"6837-1",Cosmic Creeper,1998,134,57,1,1,{1268}
"6847-1",Space Dozer,1985,130,49,1,1,{11767}
"6848-2",Interplanetary Shuttle,1985,130,54,1,1,{11767}
"6851-1",Tri-Wheeled Tyrax,1991,129,38,1,1,{7743}
"6861-2",Super Model Building Instruction,1993,129,1,1,1,{7743}
"6878-1",Sub Orbital Guardian,1991,129,75,1,1,{7743}
"6879-1",Blizzard Baron,1993,133,83,1,1,{4993}
"6887-1",Allied Avenger,1991,129,100,1,1,{7743}
"6898-1",Ice-Sat V,1993,133,136,1,1,{4993}
"6900-1",Cyber Saucer,1997,144,112,1,1,{4719}
"6905-1",Bi-Wing Blaster,1998,134,112,1,1,{1268}
"6966-1",Jedi Starfighter - Mini,2005,159,38,1,1,{11554}
"7000-1",Baby Ankylosaurus,2001,386,37,1,1,{7703}
"70000-1",Razcal's Glider,2013,571,108,1,1,{8491}
"70001-1",Crawley’s Claw Ripper,2013,571,138,1,1,{8491}
"70003-1",Eris' Eagle Interceptor,2013,571,345,1,1,{8491}
"7001-1",Baby Iguanodon,2001,386,23,1,1,{7703}
"7002-1",Baby Brachiosaurus,2001,386,31,1,1,{7703}
"7003-1",Baby Dimetrodon,2001,386,20,1,1,{7703}
"7009-1",The Final Joust,2007,193,62,2,1,"{2636,11050}"
"70126-1",Crocodile Legend Beast,2014,574,120,1,1,{7805}
"70128-1",Braptor's Wing Striker,2014,571,145,1,1,{7805}
"70129-1",Lavertus' Twin Blade,2014,571,181,1,1,{7805}
"70130-1",Sparratus' Spider Stalker,2014,571,291,1,1,{7805}
"70131-1",Rogon's Rock Flinger,2014,571,256,1,1,{7805}
"70168-1",Drillex Diamond Job,2015,303,311,1,1,{6791}
"70170-1",UltraCopter vs. AntiMatter,2015,303,611,1,1,{6791}
"7029-1",Skeleton Ship Attack,2007,193,629,1,1,{2636}
"7030-1",Squad Car,2003,111,51,1,1,{908}
"7031-1",Helicopter,2003,111,87,1,1,{908}
"7032-1",Highway Patrol & Undercover Van,2003,111,153,1,1,{908}
"7033-1",Armored Car Action,2003,111,179,1,1,{908}
"7034-1",Surveillance Truck,2003,111,260,1,1,{908}
"7035-1",Police HQ,2003,111,422,1,1,{908}
"70409-1",Shipwreck Defense,2015,154,84,1,1,{11053}
"70410-1",Soldiers Outpost,2015,154,164,1,1,{3621}
"70411-1",Treasure Island,2015,154,181,1,1,{11053}
"70412-1",Soldiers Fort,2015,154,234,1,1,{3621}
"7043-1",Firefighter,2004,108,68,1,1,{4969}
"7075-1",Captain Redbeard's Pirate Ship,2004,286,139,1,1,{8019}
"7090-1",Crossbow Attack,2007,193,54,2,1,"{2636,11050}"
"7091-1",Knights' Catapult Defense,2007,193,123,2,1,"{2636,11050}"
"7092-1",Skeletons' Prison Carriage,2007,193,193,2,1,"{2636,11050}"
"7093-1",Skeleton Tower,2007,193,401,2,1,"{2636,11050}"
"7094-1",King's Castle Siege,2007,193,921,2,1,"{2636,11050}"
"7099-1",Accessory Motor for Boats,2004,289,1,1,1,{8019}
"71000-0",Minifigure Series 9 [Random Bag],2013,544,0,1,1,{11143}
"71000-1",Waiter - Complete Set,2013,544,7,1,1,{1159}
"71000-10",Judge - Complete Set,2013,544,7,1,1,{1159}
"71000-11",Alien Avenger - Complete Set,2013,544,7,1,1,{1159}
"71000-12",Mermaid - Complete Set,2013,544,6,1,1,{1159}
"71000-13",Battle Mech - Complete Set,2013,544,6,1,1,{1159}
"71000-14",Mr. Good and Evil - Complete Set,2013,544,6,1,1,{1159}
"71000-15",Forest Maiden - Complete Set,2013,544,7,1,1,{1159}
"71000-16",Plumber - Complete Set,2013,544,6,1,1,{1159}
"71000-2",Cyclops - Complete Set,2013,544,6,1,1,{1159}
"71000-3",Hollywood Starlet - Complete Set,2013,544,6,1,1,{1159}
"71000-4",Heroic Knight - Complete Set,2013,544,10,1,1,{1159}
"71000-5",Roman Emperor - Complete Set,2013,544,6,1,1,{1159}
"71000-6",Policeman - Complete Set,2013,544,7,1,1,{1159}
"71000-7",Chicken Suit Guy - Complete Set,2013,544,5,1,1,{1159}
"71000-8",Roller Derby Girl - Complete Set,2013,544,7,1,1,{1159}
"71000-9",Fortune Teller - Complete Set,2013,544,7,1,1,{1159}
"71001-0",Minifigure Series 10 [Random Bag],2013,545,0,1,1,{10052}
"71001-1",Librarian - Complete Set,2013,545,7,1,1,{5366}
"71001-10",Sea Captain - Complete Set,2013,545,7,1,1,{5366}
"71001-11",Sad Clown - Complete Set,2013,545,6,1,1,{5366}
"71001-12",Revolutionary Soldier - Complete Set,2013,545,6,1,1,{5366}
"71001-13",Baseball Fielder - Complete Set,2013,545,5,1,1,{5366}
"71001-14",Trendsetter - Complete Set,2013,545,7,1,1,{5366}
"71001-15",Painter - Complete Set,2013,545,9,1,1,{5366}
"71001-16",Motorcycle Mechanic - Complete Set,2013,545,6,1,1,{5366}
"71001-2",Medusa - Complete Set,2013,545,5,1,1,{5366}
"71001-3",Roman Commander - Complete Set,2013,545,8,1,1,{5366}
"71001-4",Warrior Woman - Complete Set,2013,545,7,1,1,{5366}
"71001-5",Tomahawk Warrior - Complete Set,2013,545,6,1,1,{5366}
"71001-6",Skydiver - Complete Set,2013,545,6,1,1,{5366}
"71001-7",Bumblebee Girl - Complete Set,2013,545,7,1,1,{5366}
"71001-8",Grandpa - Complete Set,2013,545,7,1,1,{5366}
"71001-9",Paintball Player - Complete Set,2013,545,7,1,1,{5366}
"71002-0",Minifigure Series 11 [Random Bag],2013,547,0,1,1,{13480}
"71002-1",Barbarian - Complete Set,2013,547,7,1,1,{11190}
"71002-10",Welder - Complete Set,2013,547,7,1,1,{11190}
"71002-11",Scientist - Complete Set,2013,547,7,1,1,{11190}
"71002-12",Saxophone Player - Complete Set,2013,547,6,1,1,{11190}
"71002-13",Diner Waitress - Complete Set,2013,547,10,1,1,{11190}
"71002-14",Grandma - Complete Set,2013,547,7,1,1,{11190}
"71002-15",Constable - Complete Set,2013,547,6,1,1,{11190}
"71002-16",Lady Robot - Complete Set,2013,547,6,1,1,{11190}
"71002-2",Scarecrow - Complete Set,2013,547,7,1,1,{11190}
"71002-3",Pretzel Girl - Complete Set,2013,547,7,1,1,{11190}
"71002-4",Evil Mech - Complete Set,2013,547,8,1,1,{11190}
"71002-5",Island Warrior - Complete set,2013,547,8,1,1,{11190}
"71002-6",Gingerbread Man - Complete Set,2013,547,5,1,1,{11190}
"71002-7",Holiday Elf - Complete Set,2013,547,8,1,1,{11190}
"71002-8",Yeti - Complete Set,2013,547,5,1,1,{11190}
"71002-9",Mountain Climber - Complete Set,2013,547,7,1,1,{11190}
"71004-0",LEGO Minifigures - The LEGO Movie Series [Random Bag],2014,549,0,1,1,{9765}
"71004-1",Calamity Drone,2014,549,7,1,1,{5133}
"71004-10",Larry the Barista,2014,549,6,1,1,{5133}
"71004-11",Velma Staplebot,2014,549,6,1,1,{5133}
"71004-12",Taco Tuesday Man,2014,549,10,1,1,{5133}
"71004-13",'Where Are My Pants?' Guy,2014,549,6,1,1,{5133}
"71004-14",Wiley Fusebot,2014,549,8,1,1,{5133}
"71004-15",Panda Guy,2014,549,6,1,1,{5133}
"71004-16",Marsha Queen of the Mermaids,2014,549,7,1,1,{5133}
"71004-2",President Business - Complete Set,2014,549,6,1,1,{5133}
"71004-3",Hard Hat Emmet,2014,549,6,1,1,{5133}
"71004-4",Wild West Wyldstyle,2014,549,6,1,1,{5133}
"71004-5",Abraham Lincoln,2014,549,6,1,1,{5133}
"71004-6",Mrs Scratchen-Post,2014,549,6,1,1,{5133}
"71004-7",Scribble-Face Bad Cop,2014,549,7,1,1,{5133}
"71004-8",William Shakespeare,2014,549,7,1,1,{5133}
"71004-9",Gail the Construction Worker,2014,549,6,1,1,{5133}
"71005-0",LEGO Minifigures - The Simpsons Series [Random Bag],2014,550,0,1,1,{8782}
"71005-1",Homer Simpson,2014,550,6,1,1,{9960}
"71005-10",Ralph Wiggum,2014,550,5,1,1,{9960}
"71005-11",Apu Nahasapeemapetilon,2014,550,5,1,1,{9960}
"71005-12",Nelson Muntz,2014,550,5,1,1,{9960}
"71005-13",Itchy,2014,550,5,1,1,{9960}
"71005-14",Scratchy,2014,550,6,1,1,{9960}
"71005-15",Chief Wiggum,2014,550,6,1,1,{9960}
"71005-16",Mr. Burns,2014,550,6,1,1,{9960}
"71005-2",Bart Simpson,2014,550,7,1,1,{9960}
"71005-3",Marge Simpson,2014,550,7,1,1,{9960}
"71005-4",Lisa Simpson,2014,550,6,1,1,{9960}
"71005-5",Maggie Simpson,2014,550,4,1,1,{9960}
"71005-6",Grampa Simpson,2014,550,5,1,1,{9960}
"71005-7",Ned Flanders,2014,550,6,1,1,{9960}
"71005-8",Krusty the Clown,2014,550,5,1,1,{9960}
"71005-9",Milhouse Van Houten,2014,550,5,1,1,{9960}
"71007-0",LEGO Minifigures Series 12 [Random Bag],2014,548,0,1,1,{13992}
"71007-1",Wizard,2014,548,11,1,1,{3271}
"71007-10",Dino Tracker,2014,548,7,1,1,{3271}
"71007-11",Pizza Delivery Man,2014,548,7,1,1,{3271}
"71007-12",Rock Star,2014,548,6,1,1,{3271}
"71007-13",Swashbuckler,2014,548,7,1,1,{3271}
"71007-14",Piggy Guy,2014,548,6,1,1,{3271}
"71007-15",Genie Girl,2014,548,6,1,1,{3271}
"71007-16",Spooky Girl,2014,548,7,1,1,{3271}
"71007-2",Hun Warrior,2014,548,10,1,1,{3271}
"71007-3",Fairytale Princess,2014,548,6,1,1,{3271}
"71007-4",Video Game Guy,2014,548,6,1,1,{3271}
"71007-5",Battle Goddess,2014,548,9,1,1,{3271}
"71007-6",Space Miner,2014,548,9,1,1,{3271}
"71007-7",Lifeguard,2014,548,7,1,1,{3271}
"71007-8",Prospector,2014,548,7,1,1,{3271}
"71007-9",Jester,2014,548,7,1,1,{3271}
"71008-0",LEGO Minifigures - Series 13 [Random Bag],2015,551,0,1,1,{4666}
"71008-1",Classic King,2015,551,9,1,1,{9033}
"71008-10",Evil Wizard,2015,551,10,1,1,{9033}
"71008-11",Fencer,2015,551,6,1,1,{9033}
"71008-12",Samurai,2015,551,8,1,1,{9033}
"71008-13",Disco Diva,2015,551,8,1,1,{9033}
"71008-14",Hot Dog Man,2015,551,5,1,1,{9033}
"71008-15",Lady Cyclops,2015,551,6,1,1,{9033}
"71008-16",Galaxy Trooper,2015,551,8,1,1,{9033}
"71008-2",Sheriff,2015,551,8,1,1,{9033}
"71008-3",Unicorn Girl,2015,551,7,1,1,{9033}
"71008-4",Snake Charmer,2015,551,7,1,1,{9033}
"71008-5",Goblin,2015,551,7,1,1,{9033}
"71008-6",Paleontologist,2015,551,7,1,1,{9033}
"71008-7",Alien Trooper,2015,551,6,1,1,{9033}
"71008-8",Egyptian Warrior,2015,551,7,1,1,{9033}
"71008-9",Carpenter,2015,551,7,1,1,{9033}
"71009-0",The Simpsons Series 2 {Random bag},2015,550,0,1,1,{11784}
"71009-1",Homer,2015,550,5,1,1,{8734}
"71009-10",Hans Moleman,2015,550,5,1,1,{8734}
"71009-11",Selma,2015,550,6,1,1,{8734}
"71009-12",Patty,2015,550,6,1,1,{8734}
"71009-13",Groundskeeper Willie,2015,550,5,1,1,{8734}
"71009-14",Edna Krabappel,2015,550,7,1,1,{8734}
"71009-15",Smithers,2015,550,6,1,1,{8734}
"71009-16",Dr Hibbert,2015,550,5,1,1,{8734}
"71009-2",Marge,2015,550,10,1,1,{8734}
"71009-3",Lisa,2015,550,6,1,1,{8734}
"71009-4",Maggie,2015,550,4,1,1,{8734}
"71009-5",Bart,2015,550,6,1,1,{8734}
